title,date,rating,review
" Do we really understand the true nature of God?
",2020-04-21 00:00:00,7,"""The Strangers"" from Hong-Jin Na is a thriller horror film. We all remember the very good 2008 ""The Chaser"" from the same director who won best Director and best film at the 45th Grand Bell Awards. ""The Chaser"" is probably one of his best works to date and one of the best thriller horror movies of recent years. I strongly advise to give it a watch. But let's go back to ""The Strangers"" aka ""The Wailing"".
Release in 2016 the film depicts a series of strange events and the spread of a mysterious disease happening in a little South Korean village soon after the arrival of a Japanese stranger. The film begins with an excerpt from the Bible. Luke 24:38, to be precise: ""Why are you troubled"" Jesus asked, ""and why do doubts arise in your hearts? Look at my hands and my feet. It is I myself."" Then we see the first shot involving a fisherman hanging worms on the hook of his fishing rod. Those details may seem unimportant but believe me they are the keys to understand this story of demonic possession and trickery between our revealed world and the hidden one.
In 156 minutes Hong-Jin Na explores through the eye of a policeman and his family the nature of men when face against irrational and obscure events. The result is a slow burning movie riddled with tension, horror, a sense of loss of control over the events but also funny parts and clownish characters who struggle to make sense of what is happening to them. If Life was a game where traps are set by hidden entities only for humans to fall into it, then ""The Strangers"" could be the very depiction of this game. The film bates us with the story of a bizarre stranger who seems confronted against racism only to reshuffle the cards half way with stories of bizarre strangers manipulating our belief or/and our superstitions and questioning the very nature of what we believe in. Nothing is what it seems to be...
""The Strangers"" is not a perfect movie, too long, unbalanced, hesitating on what the film wants to be, it's probably one of Hong-Jin Na less controlled film. However this lack of control is largely offset by the originality of its subject, the questioning the movie leads to and the horror it inserts in our mind, on par if not more subtle than what ""The Exorcist"" proposed a few decades earlier. It's definitely not for everyone but if you like unsettling movies then ""The Strangers"" is for you and will leave you with one haunting question: do we really understand the true nature of God?"
" I really enjoyed this.
",2020-04-12 00:00:00,9,"Mystery, suspense, comedy and horror all rolled into one epic crazy film. Loved it!"
" Masterpiece!
",2020-04-02 00:00:00,10,"Another Korean film that really impressed me so much. This film is absolutely broke your faith again and again. So don't trust anyone😐. All aspects is perfect. And the most important is the jumpscare moment is just once😂 The rest of it is just a brilliant and scary atmosphere that not so many Hollywood movie can't do right now. If you haven't watch this movie yet, I recommend you to watch this movie ASAP bcs this is a masterpiece!"
" Best Horror movie so far
",2020-04-01 00:00:00,10,Have seen many horror movies from across the world. Nothing beats this one. Most of the time it is difficult to judge of a character is good or evil. The exorcism scene with the sharman was too good. Would recommend to watch this in one go.
" I saw the devil is the perfect name for this movie
",2020-03-29 00:00:00,7,"I have to say i like this movie although i don't like horror movies ..
this movie should exchange its name with the other Korean movie "" I Saw the devil""
as its the real meaning of this movie
Korean movies every time shock us how they so clever and can use the music and camera in a very good way you can feel that via the point of view scenes with the Japanese man killing scenes
i have my explaination for the end of the movie but i still confused about that i thought the Japanese man is the Satan and the shaman his upper hand as i thought the shaman worship this Satan and pray for him and they have a deal and as i thought this shaman become famous as he can chase the ghosts and the Satan or Japanese man help him for many times and at this time the shaman have to pay back all what the Satan give to him so when the shaman make the party for chasing the devil from her body that's wrong he was strength the Existence of the Satan inside her body .. and about the white girl you can say she is a good soul who try to face this Satan at the end every this is appearing clear"
" Hong-jin Na's Horror Epic
",2020-03-25 00:00:00,6,"Here is a movie that got a tremendous amount of praise from critics and viewers as being a memorable horror film. I thought it was well filmed and acted, especially the child actress. This might be the most intense performance a child actor has given on film. The story definitely made me care about the characters, and when it was over, I wanted to know more about what I had just watched. However, after taking time to reflect and review some of the interpretations that have been put out there, I've decided that The Wailing didn't quite meet my expectations. It was hard to follow, and most people seem to understand that the director wanted some things to be intentionally vague. But what bothered me is that I felt like the story kept introducing new plot points that didn't seem connected to what had come before. When I got to the end and saw what other people had to say about what was going on, it didn't do anything to deepen my appreciation of the movie. It's long, too, and it feels like it meanders, even if everything does somehow tie together at the end. I just didn't respond that strongly to it. I think some of the imagery will stick with me, but I don't feel like I enjoyed it enough to want to watch it back. I can't say that I don't recommend it, because obviously a lot of people really enjoyed it, I just didn't happen to be one."
" not a bad movie
",2020-03-24 00:00:00,8,"Firstly, let me say if you want to see how average everyday South Koreans live, then this movie is for you. I've lived in Korea 2 years and was in and out of the country for the next 3 years. The movie shows actual Korean housing, not the fancy apartments you normally see in a Korean movie. It shows them eating breakfast(meaning they do actually eat kimchee every meal) and even shows the wife doing laundry the Korean way. Not with a washing machine.The movie starts off fairly comical and jovial. I found myself thinking, what the hell am I watching. All I can say, since I was there in the 80's, the Koreans have come a long way in horror type movies. In those days I couldn't even get my girlfriends to go watch American horror films. And the Korean horror movies were equivalent to American horror movies from the 40's. This movie I wouldn't even consider to be horror, more of a suspense thriller. But it was well worth watching nonetheless. I can't say the ending would be my favorite as they throw a few curveballs. But still, if you like a good decent foreign up and coming genre of Korean horror, give it a couple of hours and enjoy."
" A big build up to not much
",2020-03-20 00:00:00,6,"Not enough here to recommend it.Good acting, great scenery, nice atmosphere.. But the story goes nowhere.A few tweaks and it would have been very good.But in the end it's just a ""Who is the real bad guy?"" story.Convoluted. Unsatisfying and a little simple.Imagine someone tells you that you are going out to dinner at a fancy restaurant. You get dressed up, a limo picks you up, you drive to the expensive part of the city. They have you put on a blindfold so you dont know which restaurant you are going to.... and then when you take off the blindfold it is Wendy's burger joint.Hey, there are worst places to eat, but the build up made me think this was going to be a special meal. It wasn't."
" Decent enough
",2020-03-18 00:00:00,6,"Decent movie with great acting, but bogged down by a horrible, horribly written script. At the end, absolutely nothing makes sense. They try to throw you red herrings that are, then are not red herrings. It's just a complete mess."
" Hauntingly thrilling
",2020-03-17 00:00:00,9,"This movie is not the classic horror movie we have all seen. The movie depicts the weaknesses of human along with the endless troubles he will take for his loved ones. The story weaves through superstitions, folklores, strange dreams, anecdotes all pointing to a strange japanese man as the cause of all evil things that happen in a village . Is he the real culprit? Is he human or devil ? Are they simply superstitions? These questions are thrown to the viewers from the very beginning....."
" Goksung
",2020-02-27 00:00:00,5,"With some interest, with a mixture of mystery, horror and comedy. The end is not very explicit and relatively open and with turnarounds, although noticeable."
" The WAITING.....
",2020-02-17 00:00:00,2,"I can't believe it... 2:30 hours for this. I can cut it now to 45 min and make it better...
Maby i'm in a different culture or something, but if this is suposed tonbe good here...
Jesus!"
" One of the best horror movies that work on a psychological level (A+ Movie) My Ratings 10/10
",2020-02-13 00:00:00,10,"South Korea proved to be one of the few countries than can really terrify its audience while having really excellent stories, characters and meanings. ""Goksung"" is one of them. 2016 was THE year for South Korean cinema. This one might not be for everyone, especially if you wacth it at night ,This movie is so well written and so complex. Not only is it great horror, but it also makes you really think. It's worth your time to google the meaning of the movie, since it isn't completely obvious. You'll enjoy it either way The ending hits you hard"
" Voyage of Grief and other Mish Mash
",2020-02-05 00:00:00,6,"An interesting and fresh view regarding the increasing horror of the father as he he sees his daughter succumbing to a mysterious disease that is consuming families high up on a mountain.
He and his family try the services of shaman to ward off the sickness but to no avail. Similarly the priest and the Japanese Buddhist Monk (which seem to have a standoff at the end of the picture a la Twin Peaks) seem to be ineffective. Thrown in is a mysterious woman dressed in white who make casual apparitions to ward off the evil afflicting the community
I found the film interesting though the director purposely seem to leave the film without a resolution. His message is kind of you see and react to what you believe in whatever affliction you are undergoing through. The change of tones from comedy to drama to tragedy are masterfully done, however from dramedy to zombie film to revenge story and back and forth seem jarring
The film intentionally focuses on the child's father and his mates whilst keeping the rest of the family in the background. I sort of missed other points of view especially with the pending horror"
" Terrifying
",2020-01-24 00:00:00,9,"There are no jumpscares, no creepy violin musin, no CGI-made scary monsters, and yet this film are terrifying as hell. The growing feeling of imminent doom in this movie made me feel really uncomfortable, and i am by no means a novice in horror genre."
" Could the ending have made less sense?
",2020-01-18 00:00:00,2,"Sorry but I don't want to create my own ending hypothesis. I want the director to finish his or her thought. For Pete's sake, there is zero continuity to this movie's ending. It appears the lady in white was telling the truth about him waiting 3 crows to go home, but then she said the shaman and old man were in together. How is this possible when the Shaman nearly killed the old man until dumbo cop stopped him from performing the ritual. But the shaman said the old man was a shaman like him and a good guy yet he turns into the devil. Zero logic Zero sense so you're only getting 2 stars for taking away 2.5 hours of my life."
" Gets under your skin and wriggles around.
",2020-01-08 00:00:00,8,"'The Wailing (2016)' is an affair that sticks with you, leaving you to turn it over and over in your mind long after its credits have rolled. It's a constantly evolving experience, moving through several somewhat distinct acts defined only by your understanding of its plot's events. This is evidence of its keen awareness of its audience, as it is able to predict what you're thinking in order to set up a blindsiding reveal. A lot of the narrative is ambiguous, despite a fairly concrete end, and it makes for an extremely enigmatic watch, one in which your assumptions are always shifting and, somehow, never quite correct. When you think back on the piece, you realise how meticulously crafted it is right from the opening shot. It's exactly what it needs to be, even if it does sometimes seem slightly meandering and you can certainly feel its length. It's never even close to boring, constantly keeping you engaged and occasionally wrenching you to the edge of your seat. It's the kind of film that sneaks up on you; you don't realise your heart is in your mouth until it's too late. It's as much a mystery as it is a horror, but it's ultimately rather frightening. It has moments of wince-inducing gore, creepy imagery and unbearable tension but it's its overall effect that affects you the most. It's difficult to describe, really, but to say the picture is ominous is an understatement. Its only real flaw is the fact that some of its odd comedy, particularly in its earlier sequences, detracts ever-so-slightly from the sincerity of its narrative. Still, even this contributes to the story's decidedly off-kilter vibe. When it comes down to it, the thing is absolutely brilliant, a distinct and distinguished movie unlike most others of its kind. It gets under your skin and wriggles around for a long time. 8/10"
" One lime
",2019-12-31 00:00:00,7,Feels you guessing until the end with genuinely frightening and funny moments.
" The Death Stranding of Korean horror
",2019-12-28 00:00:00,5,"I don't understand the remarkable amount of praise being heaped on this movie.One of the problems that I have found with Korean movies in general, and specifically Korean horror over the last decade or so, is the prevalence of slapsticky characters. I'm not even sure if this is deliberate on the part of the filmmakers, or if it is just part of how the general Korean acting style has evolved over decades.
The protagonist is this chubby cop who is constantly falling down and shooting goofy looks directly at the camera. He also cries in every other scene, and by the end of the movie, I was thoroughly annoyed and couldn't care less about what he was going through. And he goes through some REALLY bad s-t at the end.This is subjective though, as some people won't have a problem with this. Some people won't care about crying and falling over.
But I think MOST people WILL care about the fact that this movie is almost 2 1/2 hours, and almost 90 minutes of this runtime is a red herring.Without spoiling anything, there is also a very familiar horror trope that pops up in the second half of the movie; one that I'm pretty sure no one is impressed by, much less scared by.The movie does look really nice, the cinematography and scenery are beautiful, and it has generally good performances, the one caveat being the lead actor."
" Film Deftly Evolves From Moderately Humorous to Terrifying, and Ends Leaving One Speechless.
",2019-12-28 00:00:00,8,"The protagonist, a marginally incompetent policeman, endears himself to viewers with his less than motivated, 'everyday guy' approach to his civil service career. An unrelenting series of gruesome murders begins to change the tenor of this film as the sergeant's investigation becomes more earnest. When the horrors in his village continue, and an evil entity is suspected, the sergeant becomes more focused. As this malevolence begins to manifest itself in his daughter, his unfailing devotion to her allays his fears and drives him to become singularly possessed with confronting this evil. At this point, any humor has vanished from this film.This film, like the antagonistic entity it features, is remarkably deceptive and will keep you guessing right up to the last minute. (I felt as if all of the air had been sucked out of the room when it ended.) To have so successfully pulled this off, Do-won Kwak (actor portraying the police sergeant) gives nothing short of an A-list performance--which I wasn't expecting."
" One of the best asian horror/mystery movies
",2019-12-25 00:00:00,9,"The headline says everything. The slowpaced driven story, the development of characters, reavealing the mystery little by little and then the marvelous ending that there are 3 variables and at the end you can judge them i mean giving them values who are bad or good with different equations is really outstanding. 9/10"
" Eighth film of my life to be considered a masterpiece
",2019-12-21 00:00:00,10,"I don't often use the word masterpiece. I've seen 1,040 films in my life, totalling 1,549 hours of filmography. There's maybe 7 I would label a masterpiece with full usage and definition of the word.The Wailing is the eighth film of one thousand and forty films I very willingly, gladly and without hesitation give the title of Masterpiece to.I'm not too big of a fan of Asian supernatural horror. Whilst I very much enjoy it and give most films a pretty decent average rating, I find a lot of them bleed into one another with similar plots and a very safe view on the supernatural. In Japan it tends to be curses that have people die in mysterious ways, South Korea, a cursed object that has people murder each other are the most common ones I come across.When I clicked The Wailing was supernatural, I prepared myself for a 6 or maybe 7 out of 10 movie that was good but wouldn't hold its own too well in the vast expanse of horror.The Wailing gave me some stunning frames. The cinematography in this is beautiful. The gore frames are gruesome, unadulterated and unapologetic. The ritualism and belief of South Korea are shown in their full glory without fear. Na Hong Jin doesn't shy away from racial tension between the Japanese and South Koreans with a slightly historical take with a beautiful twisting story that left me with my mouth gaping open but still feeling just slightly uncomfortable - something I believe Hong Jin did on purpose. I was shown acting that was so well done, no matter what I watch these actors in from now on, I will always know them from The Wailing. The varying supernatural aspects were unique, something that stunned me, unafraid to step out of genre restrictions and lead the way with something new. With a story line that is intriguing, stunning and just raw, this two and a half hour journey was worth watching.This is a film deserving of the hype that numerous other Asian horrors got but turned out to be predictable messed. THIS is the Korean horror of 2016, the one that should have lead the forefront of South Korean, or even Asian, horror into 2017. This is a film that shows prowess, promise and skill. Hong Jin treats us to such wonderful skills from not just himself but his script writer, his cast, his editing team, his make up team, etc, everyone involved. You can feel the passion and love and pure dedication that went into this movie.A full 10/10 is just not enough for this film.A twisting, numbing, horrifying masterpiece."
" Confusing for non-Koreans
",2019-12-11 00:00:00,7,"The Wailing is a long film, over two hours. It certainly keeps you guessing, right to the end, and the solution could just as easily have been biological as spiritual. It does end well, and is satisfying. Not so satisfying are some of the plot holes and the way Koreans interact. The main man is abused by his superior, and he in turn abuses his junior. That was totally unnecessary, didn't work as humour and didn't help you identify with the hero. It's also hard to understand the cultural difference. First there is the language, which seems to use a lot of words sometimes for a quick reaction, or barely a sound for whole sentences. Also culturally it is hard to place the little village where the action takes place. On the one hard there are advanced police techniques and a well-equiped modern hospital, where on the other hand people seem to prefer rumour as truth, shaman magic and acupuncture and herbs to remedy their ills. A small child at one point has an extreme rash over half of her body, yet the hospital doesn't think it warranted to keep her in overnight for observation or further tests to find out what's wrong with her. Many conversations seem unfinished. OK. It's a Korean movie, and thus you expect all the characters to be quirky and garrulous. Even so, there's a lot of unnecessary swearing and odd reactions. As horror it's kind of bumbling, but also kind of original. The cinematography was terrific and that's what really got me through the two hours. It's wonderful to see another culture photographed well. Definitely worth a look, but I'd hesitate to want to sit through it again."
" All that wailing without a payoff
",2019-11-25 00:00:00,4,"To call The Wailing tonally inconsistent is an understatement. This film is a big fail on two levels: first it needs some serious chopping in the editing room. At least 30 minutes of tedious shamanistic drum beating and moronic cop antics could have been left on the cutting room floor, and the movie would have been better because of it.
Second, the plot makes no sense either way you look at it. We are given two potential culprits behind the mayhem in the village resulting in zombie-like symptoms in the ""infected"" citizens. Two possible antagonists, and by the end, we still are left with two possibilities. But neither one makes much sense, in the context of the film's narrative.
If mood was everything in assessing a horror film's quality, The Wailing receives a B+ in that category - when the scenes don't include the Keystone Cops crying like little girls, or long closeups of people paralyzed with fear, staring in horror at bloody carnage.
But making viewers endure 2 1/2 hours of suspenseful buildup without providing a sufficient climactic payoff is unforgivable. No amount of style can make up for the egregious lack of substance in this film.
For top notch horror, rewatch The Ring or The Orphanage or Audition. The Wailing will have you wailing for your 2 1/2 hours back."
" Horror masterpiece
",2019-11-15 00:00:00,10,Every second of this film drips with mystery and dark foreboding horror. Another superb Korean masterpiece
" One of the Best Horror Films of the Decade
",2019-11-06 00:00:00,10,"The Wailing is my favorite horror movie, it's perfect for this Halloween season, and just a good, entertaining, intelligent movie that can be dissected any time throughout the year. Although the runtime is imposing, every single minute is crafted in the hands of director Na Hong-Jin, who goes to great lengths to show off his craft, by creating a deep, layered, yet simple story, filled with humor, followed by dread and evil, each character being three dimensional, fitting into the mold that has been cast for them. From the chilling beginning, the horrific nightmarish middle, to the bone rattling, no hope for anyone twist ending that will linger in the minds of viewers long after the credits roll. The Wailing is about making choices and the consequences that come with those choices, it's about man versus evil and at what lengths one will go to protect that which one loves, no matter the end result. I cannot recommend this film enough to those who are willing to take the journey, and if you do prepare yourself for one hell of a ride."
" Fantastic
",2019-10-03 00:00:00,9,"Yes it's long, yes it's a little confusing, but stick with it and you will be rewarded with a superbly made horror film that shows up most American movies in the genre."
" Masterful storytelling
",2019-09-08 00:00:00,8,"One of my favorite horror films I've seen in the past 5 years. It's suspenseful, clever, and most importantly, a real slow burner putting you through all sorts of emotion and trepidation before revealing what some may say is an ambiguous ending but, in my opinion, tells you all you need to know. It's an exhausting experience but worth the trip.
Watching it for a second time and knowing what happens really lets you see all the details and methodical work the creators put into this film.
South Korean truly makes phenomenal films."
" what the heck!?
",2019-08-29 00:00:00,1,"I really don't get the love for this terrible movie, how on earth this got above a 4 is beyond me. Two cops screaming at each other and one getting caught having sex by his daughter. I have no idea why comedy isn't listed under this movie because it certainly is not horror. The cinematography was ok, nice in parts but several obvious film set scenes ruin the mood. The acting was weak and the script sucked, swearing doesn't make a movie real or gritty it just kinda cheapens an already terrible experience. I'd sum this review up by saying that it was clearly trying to just imitate a trashy US zombie flick, but in doing so just came across as ridiculous and unmemorable, this is the first Korean horror flick I have seen that was in my opinion a complete waste of time. Awful!"
" Don't get hyped.
",2019-08-24 00:00:00,6,"If I had to put it short, this movie is out of place. Is not cheap horror comedy, is not thriller, is not true horror. But it tried to be all of that, in the beginning regular cop with family that is barely competed and to be such investigate strange kills, eventually getting more people involved causing the dead of his family. Well played with that Japanese guy being the good and the bad at some moments of the film, making the viewer wondering what is going on actually. The whole movie is not concentrated for the length of run."
" INTENSE ATMOSPHERE!
",2019-08-13 00:00:00,8,"Can I say 'BANGS*T'? I dont know who to trust! Though the first half is a silly cop story, the second quickly increase the tension and deliveries a great atmosphere. This is an unknown hole.. a pain hole.. an art hole. 👍👍"
" Make your own theory!
",2019-07-29 00:00:00,10,"If you like horror movies with an ambiguous ending and with no clear clue who is good and who is bad, you are in for a treat. There are tens of theories about which character is good or bad or has converted from good to bad and vice versa. Though, none of them can explain the all the events in the film!"
" my notes
",2019-07-24 00:00:00,1,"Terrible. super long and boring. i couldn't get through it. after about an hour i either watched in high speed or was half watching, more as it went along. just sucks. (1 viewing)"
" Good movie
",2019-07-14 00:00:00,7,"South Korea consistently makes more good films than any other country. One of the best horror movies of the decade. Gradually building tension, dark atmosphere, creative story with enough red herring's to keep you guessing. Highly recommended"
" Korean horror story done well
",2019-06-21 00:00:00,9,"Between native shamanism, Buddhism and Catholicism, this film takes twists and turns culminating in a unique way. Beautiful dual interplay between religions is well played out driving tension and drama. I don't recall finding this as much scary or graphic. I'd characterize this more on the order of a psychological and supernatural suspense and mystery thriller."
" Mind blowing example ...
",2019-06-18 00:00:00,9,"Of what horror movies should strive for! I had put off watching this one for a long while as it was just so long I knew I needed to have a good night to focus and really absorb it. Needless to say that wasn't hard at all. I was hooked within the first 5 mins and didn't look up from the screen until it ended. Between the excellent acting, the well constructed story, the steady flowing suspense and the breathtaking scenery there wasn't a minute that I was not completely enthralled in this story. I love horror movies, all kinds... Even some of the cheesy ones, but its always an exciting moment when I find one that is completely satisfying from start to finish.The only part I had a hard time with was when he killed the Cane Corso, but I'm a mega serious animal lover that has to admit I always have a harder time with the animals demise in horror movies than I do the people's. Even though I know its all fake lol. But that one hit in particular as that Corso looks like it could be my dogs twin...That aside, I absolutely loved the overall take away left after watching this movie and definitely recommend it to anyone that loves really good, well made horror movies."
" Probably
",2019-06-17 00:00:00,9,One of the best horror movie i've ever seen worldwide.
" Astonishing take on the horror genre.
",2019-06-05 00:00:00,8,"After a strange stranger moved into the neighborhoods of a small town, strange things begin to happen between people, violent things and macabre things.The Wailing is an exceptionally created scary movie. With an atmosphere worthy of Asian terror, our show also shows a new macabre shot in the main plot, having extremely disturbing images and scenes with extreme violence. She manages to satisfy the basic expectations of any film of her genre, but also marks herself among her style by her fantastic narrative, teaching us different options through the film through the same eyes. That's an important factor of the film, the plot turns. Very few scary movies manage to keep themselves as ''unpredictable'', The Wailing manages to stay completely between a cloud of mystery and horror, filling up with mystery every second and revealing some completely fantastic plot turns.With a beautiful scenography, fantastic performances typical of Korean cinema, with incredible sound design and some terrifying shots without overuse themselves, this film manages to cede among the classics of terror offering us a unique and demonic experience like never seen before. An excellent example of the capacity of Korean cinema and a masterpiece for the genre of terror, especially among Asian cinema, totally respectable and enjoyable."
" MUST SEE, EDGE OF THE SEAT MYSTERY HORROR THRILLER
",2019-05-30 00:00:00,10,"Drama, emotions, twists and turns and gut wrenching horror mystery. Acting does not get any better than this. Its hilarious at times for westerners but makes perfect sense in a remote Korean village where the evil has descended upon. Not very scary to me but kept me on the edge."
" Horror-Drama from South Korea
",2019-03-25 00:00:00,8,"The Wailing is a horror/drama movie which keep you alert till the final second. In the beginning of this movie a formidable demonic power devastates the unsuspicious residents of a village and it threatens soon to strike in the home of the family of protagonists.
The demon consumes the souls of the villagers and literary reap one after another like a harvester the ripe wheat. Any defenses seem to be hopeless and the police can't do nothing but updating its record. Here the director's satirical disposition creates such an amusing picture of the police department that in the middle of all this burst of violence, it functions as a calming respite. As it seems it consists a common motif in Korean cinema, because we have seen it before in Memories of Murder of Joon-ho Bong. It's an approach that purposefully misdirect us from the looming threat and also implys that the form of evil we are facing will not be defeated by pure force.
The narration of the movie follows the slow pace with which the main character and police investigator tries to solve the mystery of violent deaths. There is a main suspect (the Japanese man) who the policemen are late to interrogate although the locals point toward him. And when they investigate his lodge and find strong evidences against him they fail to proceed the case further, giving him the time to hide anything that would incriminate him. It's a novice approach on their part but it doesn't damage the movie because it passes to us a malicious and evil picture of the Japanese stranger.When the demonic force inflicts the protagonist's daughter our hero has to give a personal fight to earn her back not as an officer but as a father. And when the family decides to bring a shaman to exorcise the demon, he appears as a silver lining in the cloud. The rituals that take place later are not only interesting as a cinematographic image but serve also as dramaturgic process with tense and high emotions.
The second ritual provokes a counter-ritual by the Japanese man/demon and the director films it as a critical confrontation full chants and meaningful body language. It's a stage of a spiritual battle with theatrical interplay and climactic suspense. Both the shaman and the Japanese excel as spiritual, out of this world actors, who in a few minutes of ritualistic practice open to us a window to the ancient world beyond. The sequence is amongst the highlights of the movie.
But just when we thought we had figured out who is the good and bad in this movie the scenario gets perplexed with the presence of a young woman. She seems to be able to exert power over the two shamans and suddenly our understanding for the movie is shaking. If she is the demon, then we were looking at the wrong spot the hole movie. But what if she's not and her intentions are to help the little girl?
Uncertainty reigns as we don't know if we are misguided or illuminated by the words of the actors. A crack towards the truth opens in the last sequences of the movie but for me it is just too stretched. One twist in the myth was enough to thrill me, a second one that subverts the first is pushed a bit far. However we talk about an overall exciting movie."
" is a wonder the 15 certificate held
",2019-02-25 00:00:00,8,"A truly astonishing film that constantly surprises and confounds throughout its considerable length. Yes, it has to be admitted it is too long. This is not a problem whilst watching because one becomes transfixed by the all and sundry goings on but towards the end and the false endings start to kick in the time that has passed becomes evident. reducing the length would not seem difficult because there is a certain wastage and duplication in the first act. Indeed, in common with other Korean and Hong Kong films the attempts at humour seem not to work in the West. Too much tomfoolery and slapstick in all the seeming wrong places. Anyway, the main thrust of the film, taking place as it does in parts of Korea I have never seen depicted in film before, with little semi derelict shacks and undergrowth impinging, is really creepy and not a little worrying. The business with the shaman, the chickens, goat, swords and fire would have been bad enough but with the sad child being exorcised, in such evident pain, it is a wonder the 15 certificate held. A difficult but eyeopening and worthwhile look at the underside of the more primitive side of Korea with great landscape shots along the way."
" Too mysterious to be loveable
",2019-02-23 00:00:00,7,"The Wailing is quite a movie due to many Internet lists about best K-Horror, begin to insert the title among the classic ones like A Tale of Two Sisters and Whispering Corridors series. While I didn't quite taste the amazingness after watch the movie, the analysis around my head after few days justify the lack of ending.Focus on a village that attacked by mysterious plague; when people suddenly turns crazy and murder his/her family, a police investigates the case while his daughter is slowly corrupted by the plague.My first salutation is given to the main character, the police. He is unlike what we encounter in a horror or any movies that have the zero to hero movement (or stays zero), but this MC (main character) has his own violent and fragile sides that happen in the movie interchangeably. This is usually a character that die first in zombie or slasher movies, but it's until you realize that the police is us, after all. While the presentation feels comedic at the first place, it evolves when the situation becomes more complex.The story is quite intriguing first, because there are many hints and clues you can perceive in many ways. I think this is the strongest point and also the weakest, because each time the mysterious bar arises, the story begins to give more question. Sure, for those who can interpret those hints easily, it's a nice ride, but to be the audience who wandering so many why, the unresolved questions buffer the climax and ending scene excitement.While the narration gives an impression of your standard horror movie, many articles/threads in the net conclude this movie is full of hidden meanings, hence make you more interested. If those meanings were intended by the writer, sure it's works, but I think to staple the symbols into quite a realistic narration, it's difficult to appreciate the movie more.I think it's appropriate to call Mother! which included in my Perfect 10 list, as a comparison. Mother! leaves us in unworldly scenes that make the symbols vivid, as opposed to The Wailing with odd ending and rather unfitting to the nature of the movie. It's probably best if you watch it twice to get all details.For those who loves a Korean horror film with hidden details and lots of mystery, I feel The Wailing can be one of the best choices. I hope I can have a moment that urges me to watch it someday, so that I can taste the mystery better, although my final score stays the same."
" entertaining but a bit silly
",2019-02-01 00:00:00,6,"Overall i enjoyed watching this movie, however, i thought it could have been much better. Some of the characters decisions and actions they take are just nonsense and unrealistic. I shook my head at some of the idiotic scenes that were just over-the-top and too dramatic. That being said, the movie is worth a watch."
" ear-shattering, nerve-racking, mind-blowing terror
",2019-01-29 00:00:00,7,"The Wailing, is a boisterous clamor of adrenaline and tension, melding different styles of horror together to provide an altogether unique experience. Part infection, part possession horror- this is one of the finest horror films of the year. It melds religion and mysticism with horror to create a paralyzing intensity unlike anything else. One of the most insane theatrical experiences of the year- a torturous delve into hell unleashed on earth."
" Excellent slow-burn horror.
",2019-01-18 00:00:00,8,"A slow burn of a horror film, this shares many of the characteristic of Hereditary (2018) not least from being a damn fine film. Like the latter, the film takes its time to build up a palpable sense of dread, but also explore the normality and mundanity of its characters and location, mining a lot of humour and goodwill from its central flawed character who only wishes to protect his family. It's also expertly crafted with beautiful cinematography and a haunting soundtrack. But the tension lies in the film keeping its audience firmly in the same mindset of its hero, completely unsure throughout of where the film is going and what the truth is, right up until a final moments. Great stuff!"
" A Suspense horror thriller korean movie
",2018-12-23 00:00:00,8,"This movie is one of the most 10 Highest rated movie of Korea.
The plot starts with a mysterious disease what had been affecting each and every citizen of that zone. One cop took that case whose daughter laterly affected with that unknown disease.One mysterious Japanese old man and one mysterious Korean girl were the main suspect of these murders. Laterly one shaman came to rescue that child of the cop.
What is that disease?
Who is/are responsible for that disease?
Why the daughter of the cop affected and how?
To know the answer you have to see this filmMy personal Rating is 8.00 out of 10.00.#Thewailing
#GokSeong
#KoreanMovie
#HorrorThriller
#SuspenseThriller
#Korea
#Iamnrdurjoy
#ReviewByNRD"
" Decent, but Could Be Better
",2018-12-15 00:00:00,7,"Let me start offy saying I did like this movie, I just think it lost momentum and suspense in parts and that took away from its mystery. It started off great - viewers don't really know what's causing this ailment (is it the Japsnese guy or is that just superstition? Is it that weird fungus the cop finds at the first victim's house?). The dreams of the Japanese guy with red eyes is also cool. Again - you could chalk it up to a smal town's fear of foreigners. But then as it progresses, it turns out it IS the Japanese guy, and the main guy spends loads of money on a shamanic ritual to save his daughter, which appears to be working, until he cuts it off halfway thru cuz his daughters freaking out. Here I started to get a bit bored. The plot shifts to just plain superstition and it's no longer about the mystery of finding out the root of the true evil. Let me also say there's a lot of scenes of the cops being hysterical and screaming. I get you're scared, but you're supposed to be the order in this town.In the apparent crescendo of the film, cops go get the (now injured from the ritual) Japanese guy. He gets away... apparently overhearing the man crying about his daughter (you're led to believe he actually feels remorse here), and then is mundanely killed by either accidentally or on purposely running in front of the cop guys truck. Daughter gets better, hallelujah everything appears saved. Pretty anticlimactic after the very mysterious, supernatural beginning.Luckily, here it gets better again. Turns out Japanese man is NOT the cause, he was helping, and it's the mystery woman you suspected was helping earlier in the film that's the real evil. The real denouement ends up being quite good, in the plot twist at the end. So overall, good film. Just loses a bit of its suspense in the middle. Some minor changes could've kept the tension and mystery up throughout.Still great production and effects and overall high-value film. Just wish it added a little MORE scare factor or mystery to give it a 9 or 10."
" Wonderful
",2018-11-24 00:00:00,9,This was a brilliant film and a joy to watch. It was 3 hours long but I enjoyed this folm. Great over all everything and worth reading the sub title's
