title,date,rating,review
" Great jokes, great comedians, ruined by a terrible director and camera work
",2017-03-21 00:00:00,1,"This awful movie has it all: Great characters, great set up, good jokes, great moments... but none of them work.Awkward camera work. Bad editing. Strange shots that add nothing to the story. Strange camera movement. What a ruined opportunity.I think a possible redemption is a sequel directed by a different director, but that would not work with the ""real story"" aspect.It nags on me to want it to work. As the Donald would say, sad."
" Man tends to do crazy stuffs for a woman, but stealing $17m is too crazy.
",2017-03-14 00:00:00,7,"The film reminded me 'Pain & Gain', only for inspiring from the real and being the comedy flicks. Other than that there's nothing in common between them. I have been expecting a lot from Zack since 'The Hangover', but it was always the near missed opportunities. I'm not saying this was his much needed breakthrough, but quite enjoyable film.An honest man who worked long enough as a guard for a bank, was approached by his ex colleague and her men with an offer. Since he was madly in love with her, he could not say no to it, despite he already got engaged to another woman. As planned the heist goes on and once it was done, he was ditched and ratted out. Now on the run, how he responds to it and the following events decides his fate.Not a great comedy nor a heist film, but it had its moments. The casting was good and it was Zack's show. The rest of them were not into that much, except in the final act. Jason Sudeikis was a bonus. His appearance added more fun. Now I know why Jim Carrey opted out. Owen Wilson's part was not good enough in such a small role, he did good though. Watching it for timepass is fine or even for beyond that seems not a bad try.7/10"
" Not awful
",2017-03-06 00:00:00,6,"Certainly, Zach Galifiankis and Kristen Wiig aren't quite as funny as they believe themselves to be and they struggle to carry the underwritten ""Masterminds"" but still, the film is an innocuous curiosity. Telling the real-life story of a David Ghannt who managed to rob the Loomis Fargo armored truck he was responsible for without having formulated any type of plan to avoid detection or to escape. If Ghannt actually anything like Galifiankis' redention of him, he likely was destined for jail the first time someone gave his access to a large amount of cash. Wiig's Kelly was simply the first to manipulate him into doing it. Wiig plays both sides with Kelly portraying her as aggressive and slutty but never doing more than appearing in a sports bra. Luckily Jason Dudekis doesn't appear into well into the film so we are largely spared his contribution. The jokes mainly are represented by a scene used in the trailer where David and Kelly slam into an unmoved security gate in a BMW providing a twist on a thousand similar movie scenes where the gates fly away from the impact. It's not a great joke but it's not awful either. In short, that a good way to sum up the film."
" Very funny flick, deserves more credit!
",2017-03-05 00:00:00,10,"I was a little hesitant watching this film because of all the negative reviews. But Jared Hess, the director of Napoleon Dynamite, along with the comedic talent, made a damn good comedy.There are a lot of fun gags and ridiculous costumes and it definitely falls in the zany category of comedy films. Zak G carries this film and the supporting cast were all excellent.There's also a few gross-out moments that give the film a well-balanced comedic palate.I'm surprised it's rated so lowly. This film might not be for everyone, but it's very funny and deserves much more love.Maybe if you're a struggling Marxist it might not be your cup of tea, but if you just want some good ol' laughs I highly recommend it. Actually, you must watch it, it's based on a true story and provides a nice history lesson too.Go watch it now!"
" Hilarious SNL cast vehicle tells true story of Loomis Fargo Heist
",2017-02-20 00:00:00,8,"I really enjoyed this movie and laughed my arse off. This movie tells the true story of the Oct 4, 1997 Loomis heist. It changes some details to improve the storytelling and comedy, to good effect.Zach Galifianakis is hilarious as the hapless Loomis guard David Ghantt, who falls for his sexy co-employee Kelly Campbell (the equally hilarious Kristen Wiig) and is talked into a heist scheme by her and her flop house friend Steve Chambers, played to perfection by Owen Wilson, although the real Steve Chambers looks hilarious and Owen should have dyed his hair and gone with the stache in this one to portray him.Almost stealing the show is Kate McKinnon as David's terrifyingly hilarious off-the-wall batshitcrazy fiancé. Other SNL fan favorites fill out the cast, but nobody else comes close to the comedy work of Galif, Wiig, McKinnon, and Wilson, all at the top of their game."
" The Vidiot Reviews...
",2017-02-02 00:00:00,4,"MastermindsThe easiest way to steal millions is to swipe a lotto winner's oversized novelty cheque.However, the morons in this comedy opted for robbing their workplace.Security guard David Scott Ghantt (Zach Galifianakis) is cajoled into pilfering his armoured vehicle by a co-worker, Kelly Campbell (Kristen Wiig), and her boyfriend, Steve Chambers (Owen Wilson).While David hits Mexico after the heist with minimal cash, Steve squanders millions on a mansion back in America. When the FBI (Leslie Jones) starts sniffing around, Steve sends a hit-man down south to silence David. But fate has other plans.An absurd satire that uses zany Internet humour and ridiculous dialogue to retell the true tale of the ill-fated 1997 Loomis-Fargo robbery, Masterminds makes it difficult to discern fact from wacky fiction. Nonetheless, its abstruse jokes do deliver some unexpected chortles.Moreover, you also get a free getaway vehicle when you holdup an armoured car. Yellow Lightvidiotreviews.blogspot.ca"
" Funny in parts but really disappointing and I'm glad I waited to rent this rather than go to the theatre for it.
",2017-01-31 00:00:00,6,"""My name is David Ghantt. I always felt I was destined for a life of adventure. It didn't quite pan out that way. Then one day I met Miss Kelly Campbell."" David Ghantt (Galifianakis) works for an armored car company, is engaged to be married and is loving life. He starts to develop a little crush on his co-worker Kelly (Wiig) which results in an opportunity for one of Kelly's friends. David becomes involved in one of the biggest bank heists in US history, with no clue of what he is actually involved in. First of all I have to say that this movie was decent and I laughed a few times, but I was very disappointed. I watched Keeping Up With The Joneses which I thought was very funny, and this one was not nearly as good. The one huge saving grace of this movie was Jason Sudeikis. He saved this movie pretty much by himself. I would watch an entire movie based on that character. The rest of the movie felt a little flat and uninspired and the only thing that really kept me interested, besides Sudeikis, was that it was based on a true story and I wanted to see what actually happened. Overall, funny in parts but really disappointing and I'm glad I waited to rent this rather than go to the theatre for it. I give this a C+."
" Embarrassingly horrible
",2017-01-16 00:00:00,1,"How? Why? What in the world? I'm 20 mins into this garbage and I can't take it anymore. It is that bad. It is horrible.Everything about it is bad: the casting, the acting, the script, the makeup, the wardrobe - everything. Owen Wilson agreed to do this? How? Why? The characters aren't believable, the ""comedy"" is superbly cheesy slapstick with a generous serving of crass and gross to boot.This is yet another movie to add to the list of ""how in the world did this get made?"" Why is Hollywood producing this garbage? Is The Producers for real, and the producers of this and other recent movies making money off flops? Because there is no other explanation."
" Kind of fun stuff for holidays
",2017-01-14 00:00:00,7,"What can I say, the movie was a classic and perfectly normal in an American style. Whole story looks like a few decades ago. The main idea of the film is that the couple is trying to fool the person who will do all the dirty work and stole the money, but they themselves remain white and clean. But as comedies everything happens through humor and when he was stealing, he miss important security facts. But in the end, however, everything ends happily and the main character is a free and rich.The film will not make you laugh to blow out cheeks and get your belly hurt, but will have a good holiday movie to pass the time and have a bit of fun."
" Well I thought it was pretty funny at least
",2017-01-13 00:00:00,7,"No it's not perfect, the writing could have been better and I Kate McKinnon didn't do a whole lot for me and Owen Wilson was a little too 'typical' albeit not bad.But overall it still managed to entertain. A bit slow in the first half but the second half quite the opposite.Based on a true story, although I'm sure as with all Hollywood films they change tons of stuff around, especially in this as it is a goofy comedy.Zach Galifianakis is funny in the lead, but surprisingly it's Leslie Jones I found the funniest in a smaller role maybe tied with Jason Sudekis who shows up in the second half... and Kristen Wiig wasn't too bad either.So yeah if you want to watch something silly and like the main cast then yeah why not give it a go."
" For fans of Almost Heroes, Spy, Bottle Rocket
",2017-01-11 00:00:00,8,"I didn't hear a peep about this film all last year. I discovered it while IMDb'ing Keeping Up With The Joneses. This movie should enter the canon along with Bottle Rocket, Spy, The Whole 9 Yards or The Spy Who Knew Too Little. It was goofy but in all the right ways. There is a very brief appearance by Ken Marino. In a way that worked against the film because Ken is so funny and only briefly in the story. Anytime McKinnon is on the screen you will laugh. That is guaranteed, as in any of her films. This one is highly recommended. Surprised of it's current IMDb rating which is what inspired this review."
" Funny without being crude
",2017-01-09 00:00:00,8,I liked this comic take on a true life crime story about a bank heist. There is quite a collection of comic talent here and they are given a chance to shine as various types of white trash. Zach has been quite annoying in some previous movies but here he is the star and he is good. Kristin is good too and prettier than usual. Owen Wilson is always welcome. Jason is fairly funny too.The good part of this comedy is it doesn't rely on excessive crudeness than plagues recent comedies in order to be funny. The story itself is funny and there are quite a few unexpected laugh out loud moments as the action goes from NC to Mexico.Worth a watch.
" I am speechless...
",2017-01-09 00:00:00,1,"Did ANY producers read the script before giving it their thumbs up? Was the audience at the test screen high? Were Zach Galifianakis, Owen Wilson, Kristen Wiig, Kate McKinnon, Leslie Jones and Jason Sudeikis so utterly broke that they had no choice but to do this movie? Who are the scree writers? I don't mean ""who are they"" as in ""what are their names?"". I mean what kind of people write this trash and manage to maintain some semblance of self respect? Please, don't make the mistake I did of watching it. Just say ""no"". Don't even watch the trailer. If You are still reading this, you have wasted too much time on this disaster."
" Not that bad. Made me laugh enough to make it worth watching.
",2017-01-08 00:00:00,7,"If you look at just the cast you'll expect more, but it's still not as bad as many make it out to be. It's a good movie for when you just need a good laugh and you don't need the movie to be sophisticated or deep. Did I think it was a particularly good movie? No. Did it make me laugh out loud? Yes, plenty of times. There are a couple gross out humour moments, but not that many. It's mostly just silly jokes.I wouldn't go to the theatre to see this, but it's a good one to catch on Netflix or something. I don't regret watching it, because I got what I expected out of it: A forgettable movie with a bunch of laughs.The fact that it was based on a true story (though I'm sure they changed a bunch of details) only makes it more interesting."
" Silly doesn't equal funny
",2017-01-06 00:00:00,3,"What could possibly go wrong?The director of Napoleon Dynamite, Jared Hess, teams up with the A-list of Hollywood's comedians in a film based on the largest robbery in US history.Sounds to good to be true, doesn't it.What we get, kind of, is like two solid hours of Zach Galifianakis doing his Alan shtick from Hangover. It's bad taste and hijinks and unbelievably bad Texan accents and the neon-coloured Eighties. It's silly, but never acquires enough momentum to be funny.A classic case of too much of a good thing, really. Maybe Jared and Zach are too much alike in their love of wackiness."
" Master piece
",2017-01-03 00:00:00,10,"Masterminds is a great movie! I really don't understand all the hate toward this fine film. This movie is funny! Every actor shines and does their best and deliver great performances. I think the director did a great job with his vision of the film and the look of the movie was beautiful. Masterminds was a well done movie and deserves to be watched. Please watch this movie and do not listen to the negative people, they will just keep on hating. I am very proud to own something from this great film too! I shall treasure it always. Please give Masterminds a chance you will be glad you did. This movie is vey entertaining!"
